article_id,title,processed_title,cluster,topic_label,url,media_name
d36ae57171b2cb4c802184a6ae151c30a8ff74a272284b5bdded55c7f38b385d,"Tory rebels won’t kill our Rwanda bill, James Cleverly insists",tory rebel kill rwanda bill james cleverly insist,2,Rwanda Bill,https://www.independent.co.uk/news/uk/politics/rwanda-bill-vote-rishi-sunak-tories-b2463157.html,independent.co.uk
84028dad2adcbf87f1e80cb9e7072fcb82661fd984a57dcadaeb62242a0f8503,How your MP voted on the Rwanda Bill,mp vote rwanda bill,2,Rwanda Bill,https://www.independent.co.uk/news/uk/politics/how-did-my-mp-vote-on-rwanda-b2463105.html,independent.co.uk
2da6a37dcb1c1ffbc513189e2e582e72ccf88376c465f503faf6ca9fb6fb8f20,One Nation Tories to amend Rwanda bill to comply with international law,nation torie amend rwanda bill comply international law,2,Rwanda Bill,https://www.theguardian.com/politics/2023/dec/13/one-nation-tories-consider-amending-rwanda-bill-to-make-it-legally-more-safe,theguardian.com
073c4f2ab079a7cbaaf786aab9c4e6ff1f374c7f98f021cacc4c59b9ffa93265,Once more unto the breach: how Rwanda bill unleashed ‘Brexit battles all over again’,unto breach rwanda bill unleash brexit battle,2,Rwanda Bill,https://www.theguardian.com/politics/2023/dec/12/once-more-unto-the-breach-how-rwanda-bill-unleashed-brexit-battles-all-over-again,theguardian.com
767d746fc951f32e49e8a15e6ec49514defdeade88c269167b185fb23fdd5580,Chris Bryant lays bare five reasons to vote against Rishi Sunak’s Rwanda plan,chris bryant lay bare reason vote rwanda plan,1,Rwanda Bill,https://www.independent.co.uk/tv/news/sunak-rwanda-bill-chris-bryant-b2462739.html,independent.co.uk
cfb0eb97e9a6910fbbe04f2f8b323988f1b5c11d05c52c56970bce59c47cad21,Starmer says Rwanda plan is a gimmick and piece of political performance art,rwanda plan gimmick piece political performance art,1,Rwanda Bill,https://www.independent.co.uk/tv/news/rwanda-vote-keir-starmer-politics-b2462482.html,independent.co.uk
58aaed51067ae1eeb0d14b1eec962d3794aef2c5a0cc2b9e4845956db7660646,Watch: MPs vote on Sunak’s emergency Rwanda bill,watch mp vote emergency rwanda bill,2,Rwanda Bill,https://www.independent.co.uk/news/rishi-sunak-rwanda-bill-vote-b2462547.html,independent.co.uk
7dbfa874e97f9d434d34d2fed5f57485f9f029251c6fe2a6829505f50c0ac360,New illegal immigration minister calls Rwanda plan a ‘moral imperative’,new illegal immigration minister rwanda plan moral imperative,1,Rwanda Bill,https://www.independent.co.uk/tv/news/rwanda-bill-illegal-immigration-minister-b2462576.html,independent.co.uk
94859424ab640228393d62345628cf15f84c5b67daae8282cf7c51a97d245e94,Sunak on the rack as Tory factions feud over Rwanda bill ‘mess’,rack tory faction feud rwanda bill mess,2,Rwanda Bill,https://www.independent.co.uk/news/uk/politics/rishi-sunak-rwanda-bill-vote-tory-mps-b2462261.html,independent.co.uk
e0d9cf8c5bae7593611845cc1bdc25973120c10ddb6e29e2c550bc70b1748d6a,MPs back Rwanda bill in boost to Rishi Sunak despite rebellion by rightwing MPs – as it happened,mp rwanda bill boost despite rebellion rightwe mp happen,2,Rwanda Bill,https://www.theguardian.com/politics/live/2023/dec/12/tory-rebels-rishi-sunak-rwanda-bill-asylum-keir-starmer-labour-david-cameron-uk-politics-latest,theguardian.com
